Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
737646.2,1.41,4.0753757,3.9842198,4.1506781,0.58851855,2019-08-09 04:47:59.999995973,0.0
737646.36,1.6,4.0793355,3.9881796,4.1546379,0.58805143,2019-08-09 08:38:23.999998790,0.0
737646.67,1.16,4.0802108,3.9890549,4.1555132,0.58331211,2019-08-09 16:04:48.000003620,0.0
737646.72,1.16,4.1125386,4.0213827,4.187841,0.58299995,2019-08-09 17:16:47.999997589,0.0
737646.74,1.0,4.122786,4.03163,4.1980884,0.58945334,2019-08-09 17:45:35.999999196,0.0
737646.85,1.0,4.1195551,4.0283992,4.1948575,0.59053627,2019-08-09 20:23:59.999997986,0.0
737646.95,1.47,4.1221215,4.0309656,4.1974239,0.59135466,2019-08-09 22:47:59.999995973,0.0
737647.03,1.16,4.1384777,4.0473218,4.2137801,0.58812431,2019-08-10 00:43:12.000002410,0.0
737647.56,1.84,4.1426869,4.051531,4.2179893,0.58785981,2019-08-10 13:26:24.000004829,0.0
737649.51,1.0,4.1224733,4.0313174,4.1977757,0.59130161,2019-08-12 12:14:24.000000803,0.0
737649.66,1.47,4.1420427,4.0508868,4.2173451,0.5892088,2019-08-12 15:50:24.000002816,0.0
737649.83,1.08,4.1418058,4.0506499,4.2171082,0.59115779,2019-08-12 19:55:11.999996379,0.0
737650.07,1.0,4.1396717,4.0485157,4.2149741,0.59289148,2019-08-13 01:40:47.999995576,0.0
737650.26,1.16,4.1395364,4.0483805,4.2148388,0.59388952,2019-08-13 06:14:24.000000803,0.0
737650.77,1.6,4.1377734,4.0466175,4.2130758,0.59262991,2019-08-13 18:28:48.000001607,0.0
737650.83,1.6,4.1411279,4.049972,4.2164303,0.59555946,2019-08-13 19:55:11.999996379,0.0
737651.16,1.16,4.1358929,4.044737,4.2111953,0.59228197,2019-08-14 03:50:24.000002816,0.0
737651.61,1.53,4.133033,4.041877,4.2083354,0.59402349,2019-08-14 14:38:23.999998790,0.0
737651.68,1.41,4.1414493,4.0502934,4.2167517,0.59438053,2019-08-14 16:19:12.000004423,0.0
737651.89,1.53,4.1543838,4.0632279,4.2296862,0.59309088,2019-08-14 21:21:36.000001209,0.0
737652.0,1.41,4.1613044,4.0701485,4.2366068,0.59165425,2019-08-15 00:00:00.000000000,0.0
737652.03,1.08,4.1655172,4.0743613,4.2408196,0.59413265,2019-08-15 00:43:12.000002410,0.0
737652.05,1.04,4.1727092,4.0815532,4.2480116,0.59473375,2019-08-15 01:12:00.000004026,0.0
737652.14,1.16,4.17088,4.0797241,4.2461824,0.59653224,2019-08-15 03:21:36.000001209,0.0
737653.67,1.13,4.1529785,4.0618225,4.2282809,0.59850231,2019-08-16 16:04:48.000003620,0.0
737653.81,1.13,4.1522829,4.0611269,4.2275853,0.59653147,2019-08-16 19:26:24.000004829,0.0
737653.83,1.0,4.1596018,4.0684458,4.2349042,0.59979692,2019-08-16 19:55:11.999996379,0.0
737653.99,1.08,4.1711452,4.0799892,4.2464476,0.59625602,2019-08-16 23:45:35.999999196,0.0
737654.01,1.13,4.1784845,4.0873286,4.2537869,0.59411514,2019-08-17 00:14:24.000000803,0.0
737654.97,1.08,4.1713576,4.0802017,4.24666,0.59533598,2019-08-17 23:16:47.999997589,0.0
737656.56,1.16,4.1521513,4.0609954,4.2274537,0.59857086,2019-08-19 13:26:24.000004829,0.0
737656.56,1.16,4.1521513,4.0609954,4.2274537,0.60236265,2019-08-19 13:26:24.000004829,0.0
737656.56,1.0,4.1531072,4.0619513,4.2284096,0.59857086,2019-08-19 13:26:24.000004829,0.0
737656.56,1.0,4.1531072,4.0619513,4.2284096,0.60236265,2019-08-19 13:26:24.000004829,0.0
737656.83,1.41,4.1492886,4.0581326,4.224591,0.59939276,2019-08-19 19:55:11.999996379,0.0
737656.87,1.47,4.1556033,4.0644473,4.2309057,0.60109052,2019-08-19 20:52:47.999999593,0.0
737656.92,1.16,4.1593753,4.0682194,4.2346777,0.6009424,2019-08-19 22:04:48.000003620,0.0
737657.03,1.0,4.1579291,4.0667732,4.2332315,0.60091941,2019-08-20 00:43:12.000002410,0.0
737657.1,1.32,4.1653723,4.0742163,4.2406746,0.59875351,2019-08-20 02:23:59.999997986,0.0
737657.45,1.0,4.1595882,4.0684322,4.2348905,0.60023801,2019-08-20 10:47:59.999995973,0.0
737657.51,1.41,4.1704634,4.0793075,4.2457658,0.59767263,2019-08-20 12:14:24.000000803,0.0
737657.67,1.63,4.1684231,4.0772672,4.2437255,0.59331205,2019-08-20 16:04:48.000003620,0.0
737657.89,1.08,4.1672444,4.0760885,4.2425468,0.59097382,2019-08-20 21:21:36.000001209,0.0
737657.91,1.13,4.1832022,4.0920463,4.2585046,0.59025978,2019-08-20 21:50:24.000002816,0.0
737657.96,1.47,4.1827119,4.091556,4.2580143,0.59171829,2019-08-20 23:02:23.999996777,0.0
737657.99,1.32,4.1893515,4.0981956,4.2646539,0.59154854,2019-08-20 23:45:35.999999196,0.0
737658.02,1.13,4.2117388,4.1205828,4.2870412,0.58912418,2019-08-21 00:28:48.000001607,0.0
737658.22,1.08,4.2138015,4.1226455,4.2891039,0.58680198,2019-08-21 05:16:47.999997589,0.0
737658.28,1.16,4.2123333,4.1211774,4.2876357,0.5842255,2019-08-21 06:43:12.000002410,0.0
737658.41,1.41,4.2141913,4.1230354,4.2894937,0.58200914,2019-08-21 09:50:24.000002816,0.0
737658.92,1.16,4.2174844,4.1263285,4.2927868,0.58217673,2019-08-21 22:04:48.000003620,0.0
737659.03,1.41,4.2320407,4.1408848,4.3073431,0.57843705,2019-08-22 00:43:12.000002410,0.0
737660.32,1.08,4.2212369,4.1300809,4.2965393,0.58113618,2019-08-23 07:40:47.999995576,0.0
737660.42,1.84,4.2299175,4.1387615,4.3052199,0.58332057,2019-08-23 10:04:48.000003620,0.0
737660.78,1.08,4.2313508,4.1401949,4.3066532,0.58316194,2019-08-23 18:43:12.000002410,0.0
737660.92,1.13,4.2320781,4.1409221,4.3073805,0.58229845,2019-08-23 22:04:48.000003620,0.0
737661.14,1.16,4.2650791,4.1739232,4.3403815,0.57820769,2019-08-24 03:21:36.000001209,0.0
737662.99,1.13,4.2379835,4.1468275,4.3132859,0.58157434,2019-08-25 23:45:35.999999196,0.0
737663.43,1.13,4.2371914,4.1460355,4.3124938,0.58164714,2019-08-26 10:19:12.000004423,0.0
737663.56,1.16,4.2398496,4.1486937,4.315152,0.58019041,2019-08-26 13:26:24.000004829,0.0
737663.63,1.47,4.2411732,4.1500173,4.3164756,0.57790591,2019-08-26 15:07:12.000000406,0.0
737664.09,1.13,4.2374155,4.1462596,4.3127179,0.57887095,2019-08-27 02:09:35.999997183,0.0
737664.71,1.08,4.2280885,4.1369326,4.3033909,0.5797917,2019-08-27 17:02:23.999996777,0.0
737665.51,1.11,4.2169597,4.1258038,4.2922621,0.57885882,2019-08-28 12:14:24.000000803,0.0
737665.62,1.32,4.2188375,4.1276815,4.2941399,0.57620412,2019-08-28 14:52:47.999999593,0.0
737665.63,1.0,4.2230519,4.131896,4.2983543,0.57783648,2019-08-28 15:07:12.000000406,0.0
737665.81,1.04,4.2212848,4.1301289,4.2965872,0.57803462,2019-08-28 19:26:24.000004829,0.0
737666.52,1.04,4.214144,4.1229881,4.2894464,0.58152452,2019-08-29 12:28:48.000001607,0.0
737667.05,1.13,4.2071877,4.1160318,4.2824901,0.5814067,2019-08-30 01:12:00.000004026,0.0
737667.83,1.94,4.2010278,4.1098719,4.2763302,0.58614083,2019-08-30 19:55:11.999996379,0.0
737668.15,1.11,4.1950374,4.1038815,4.2703398,0.58511756,2019-08-31 03:36:00.000002013,0.0
737671.8,1.04,4.1459088,4.0547529,4.2212112,0.58709077,2019-09-03 19:12:00.000004026,0.0
737672.53,1.47,4.1388337,4.0476777,4.2141361,0.58914619,2019-09-04 12:43:12.000002410,0.0
737673.99,2.0,4.1243602,4.0332043,4.1996626,0.59087535,2019-09-05 23:45:35.999999196,0.0
737675.41,1.16,4.1050367,4.0138808,4.1803391,0.58749349,2019-09-07 09:50:24.000002816,0.0
737688.16,1.16,3.9796441,3.8884881,4.0549465,0.58916271,2019-09-20 03:50:24.000002816,0.0
737694.92,1.32,3.9230843,3.8319284,3.9983867,0.59146061,2019-09-26 22:04:48.000003620,0.0
737695.32,1.04,3.9204576,3.8293017,3.99576,0.59398318,2019-09-27 07:40:47.999995576,0.0
