Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
736939.56,0.63,3.8066498,3.7154939,3.8819522,0.64200281,2017-09-01 13:26:24.000004829,0
736939.63,0.63,3.8191506,3.7279946,3.8944529,0.63580656,2017-09-01 15:07:12.000000406,0
736939.67,1.63,3.8271441,3.7359882,3.9024465,0.6399883,2017-09-01 16:04:48.000003620,0
736939.85,1.11,3.8269885,3.7358325,3.9022909,0.64068915,2017-09-01 20:23:59.999997986,0
736939.86,0.55,3.8272717,3.7361158,3.9025741,0.64191055,2017-09-01 20:38:23.999998790,0
736939.87,1.13,3.8314409,3.7402849,3.9067433,0.64614057,2017-09-01 20:52:47.999999593,0
736939.9,1.66,3.8373183,3.7461624,3.9126207,0.64668325,2017-09-01 21:36:00.000002013,0
736939.93,0.63,3.8282253,3.7370693,3.9035277,0.64194512,2017-09-01 22:19:12.000004423,0
736939.97,1.04,3.8327865,3.7416305,3.9080889,0.63820655,2017-09-01 23:16:47.999997589,0
736939.98,0.58,3.8403446,3.7491887,3.915647,0.64373061,2017-09-01 23:31:11.999998392,0
736940.08,1.47,3.8358614,3.7447055,3.9111638,0.64373721,2017-09-02 01:55:11.999996379,0
736940.19,1.53,3.8424512,3.7512953,3.9177536,0.6455642,2017-09-02 04:33:35.999995170,0
736940.24,0.88,3.8436686,3.7525127,3.918971,0.64591068,2017-09-02 05:45:35.999999196,0
736940.41,1.57,3.8506067,3.7594508,3.9259091,0.64677973,2017-09-02 09:50:24.000002816,0
736940.43,0.55,3.8441136,3.7529577,3.919416,0.64665057,2017-09-02 10:19:12.000004423,0
736940.44,1.57,3.8521557,3.7609997,3.9274581,0.65150563,2017-09-02 10:33:35.999995170,0
736940.5,1.04,3.8536648,3.7625088,3.9289672,0.6465613,2017-09-02 12:00:00.000000000,0
736940.51,0.51,3.8523295,3.7611736,3.9276319,0.65245697,2017-09-02 12:14:24.000000803,0
736940.53,1.32,3.8523787,3.7612228,3.9276811,0.65561853,2017-09-02 12:43:12.000002410,0
736940.53,1.32,3.8523787,3.7612228,3.9276811,0.65819603,2017-09-02 12:43:12.000002410,0
736940.53,1.32,3.8523787,3.7612228,3.9276811,0.65896618,2017-09-02 12:43:12.000002410,0
736940.53,1.32,3.8580341,3.7668782,3.9333365,0.65561853,2017-09-02 12:43:12.000002410,0
736940.53,1.32,3.8580341,3.7668782,3.9333365,0.65819603,2017-09-02 12:43:12.000002410,0
736940.53,1.32,3.8580341,3.7668782,3.9333365,0.65896618,2017-09-02 12:43:12.000002410,0
736940.53,0.55,3.858083,3.766927,3.9333854,0.65561853,2017-09-02 12:43:12.000002410,0
736940.53,0.55,3.858083,3.766927,3.9333854,0.65819603,2017-09-02 12:43:12.000002410,0
736940.53,0.55,3.858083,3.766927,3.9333854,0.65896618,2017-09-02 12:43:12.000002410,0
736940.54,1.32,3.8627272,3.7715713,3.9380296,0.66188145,2017-09-02 12:57:36.000003222,0
736940.54,1.32,3.8627272,3.7715713,3.9380296,0.66308234,2017-09-02 12:57:36.000003222,0
736940.54,0.61,3.8573314,3.7661755,3.9326338,0.66188145,2017-09-02 12:57:36.000003222,0
736940.54,0.61,3.8573314,3.7661755,3.9326338,0.66308234,2017-09-02 12:57:36.000003222,0
736940.56,1.63,3.8689429,3.7777869,3.9442453,0.66832224,2017-09-02 13:26:24.000004829,0
736940.58,0.79,3.8684037,3.7772477,3.943706,0.66884824,2017-09-02 13:55:11.999996379,0
736940.58,0.79,3.8684037,3.7772477,3.943706,0.67078192,2017-09-02 13:55:11.999996379,0
736940.58,1.04,3.8695091,3.7783532,3.9448115,0.66884824,2017-09-02 13:55:11.999996379,0
736940.58,1.04,3.8695091,3.7783532,3.9448115,0.67078192,2017-09-02 13:55:11.999996379,0
736940.59,0.95,3.8707738,3.7796179,3.9460762,0.67497606,2017-09-02 14:09:35.999997183,0
736940.59,0.95,3.8707738,3.7796179,3.9460762,0.67926825,2017-09-02 14:09:35.999997183,0
736940.59,1.16,3.8726145,3.7814586,3.9479169,0.67497606,2017-09-02 14:09:35.999997183,0
736940.59,1.16,3.8726145,3.7814586,3.9479169,0.67926825,2017-09-02 14:09:35.999997183,0
736940.61,1.84,3.8811792,3.7900232,3.9564815,0.6828803,2017-09-02 14:38:23.999998790,0
736940.64,0.79,3.8824144,3.7912585,3.9577168,0.68390696,2017-09-02 15:21:36.000001209,0
736940.65,1.04,3.892141,3.800985,3.9674434,0.68390929,2017-09-02 15:36:00.000002013,0
736940.66,0.79,3.9035533,3.8123973,3.9788557,0.68151388,2017-09-02 15:50:24.000002816,0
736940.72,1.0,3.904269,3.813113,3.9795713,0.6766964,2017-09-02 17:16:47.999997589,0
736940.89,1.13,3.9037158,3.8125598,3.9790182,0.67416561,2017-09-02 21:21:36.000001209,0
736940.97,1.32,3.9062018,3.8150459,3.9815042,0.67556668,2017-09-02 23:16:47.999997589,0
736941.01,1.0,3.9078679,3.816712,3.9831703,0.67282614,2017-09-03 00:14:24.000000803,0
736941.03,0.95,3.9107084,3.8195524,3.9860108,0.67246274,2017-09-03 00:43:12.000002410,0
736941.07,0.95,3.9135924,3.8224365,3.9888948,0.67150868,2017-09-03 01:40:47.999995576,0
736941.37,1.08,3.9127423,3.8215863,3.9880447,0.67466089,2017-09-03 08:52:47.999999593,0
736942.18,1.6,3.9098901,3.8187341,3.9851925,0.68036599,2017-09-04 04:19:12.000004423,0
736942.26,0.63,3.9136856,3.8225297,3.988988,0.67400451,2017-09-04 06:14:24.000000803,0
