Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
737560.52,1.16,4.2484181,4.1572622,4.3237205,0.63502884,2019-05-15 12:28:48.000001607,0
737560.58,1.11,4.261594,4.170438,4.3368963,0.63209165,2019-05-15 13:55:11.999996379,0
737560.61,1.0,4.2668257,4.1756697,4.3421281,0.63264761,2019-05-15 14:38:23.999998790,0
737560.75,0.79,4.2952555,4.2040995,4.3705579,0.63100723,2019-05-15 18:00:00.000000000,0
737560.82,0.58,4.2948014,4.2036454,4.3701038,0.63362405,2019-05-15 19:40:47.999995576,0
737560.94,1.47,4.2978059,4.2066499,4.3731083,0.62969064,2019-05-15 22:33:35.999995170,0
737561.01,1.41,4.3001493,4.2089934,4.3754517,0.62578112,2019-05-16 00:14:24.000000803,0
737561.04,1.13,4.3069893,4.2158333,4.3822917,0.62321987,2019-05-16 00:57:36.000003222,0
737561.07,0.79,4.3116428,4.2204868,4.3869452,0.62373999,2019-05-16 01:40:47.999995576,0
737561.51,0.61,4.302475,4.211319,4.3777774,0.62244953,2019-05-16 12:14:24.000000803,0
737561.54,1.41,4.3067846,4.2156287,4.382087,0.61953232,2019-05-16 12:57:36.000003222,0
737561.56,0.63,4.3075855,4.2164295,4.3828879,0.6217776,2019-05-16 13:26:24.000004829,0
737561.71,0.58,4.3051912,4.2140353,4.3804936,0.6211497,2019-05-16 17:02:23.999996777,0
737561.81,0.58,4.3062773,4.2151214,4.3815797,0.61982682,2019-05-16 19:26:24.000004829,0
737561.84,1.08,4.3063299,4.2151739,4.3816323,0.61855247,2019-05-16 20:09:35.999997183,0
737561.91,0.55,4.3076183,4.2164624,4.3829207,0.6193942,2019-05-16 21:50:24.000002816,0
737561.96,0.61,4.3092535,4.2180976,4.3845559,0.61729984,2019-05-16 23:02:23.999996777,0
737562.1,1.16,4.3109281,4.2197722,4.3862305,0.61327488,2019-05-17 02:23:59.999997986,0
737562.11,1.08,4.3132229,4.222067,4.3885253,0.61522777,2019-05-17 02:38:23.999998790,0
737562.14,0.55,4.3035061,4.2123502,4.3788085,0.61688781,2019-05-17 03:21:36.000001209,0
737562.53,1.94,4.309804,4.2186481,4.3851064,0.61797745,2019-05-17 12:43:12.000002410,0
737562.62,1.57,4.3099765,4.2188206,4.3852789,0.61645388,2019-05-17 14:52:47.999999593,0
737562.73,1.08,4.3108727,4.2197168,4.3861751,0.61504599,2019-05-17 17:31:11.999998392,0
737562.8,0.88,4.310261,4.2191051,4.3855634,0.61431205,2019-05-17 19:12:00.000004026,0
737563.06,0.51,4.3062827,4.2151267,4.3815851,0.61578666,2019-05-18 01:26:24.000004829,0
737563.24,1.32,4.295857,4.2047011,4.3711594,0.61277902,2019-05-18 05:45:35.999999196,0
737563.32,1.63,4.2990472,4.2078913,4.3743496,0.61167786,2019-05-18 07:40:47.999995576,0
737563.53,1.04,4.299444,4.2082881,4.3747464,0.61197652,2019-05-18 12:43:12.000002410,0
737563.78,1.53,4.2972604,4.2061045,4.3725628,0.61273087,2019-05-18 18:43:12.000002410,0
