Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime
736943.18,1.57,3.8612653,3.7701094,3.9365677,0.61230254,2017-09-05 04:19:12.000004423
736943.19,1.32,3.8608977,3.7697417,3.9362001,0.61389189,2017-09-05 04:33:35.999995170
736943.32,1.11,3.861219,3.770063,3.9365213,0.61348403,2017-09-05 07:40:47.999995576
736943.33,1.04,3.859527,3.7683711,3.9348294,0.61650192,2017-09-05 07:55:11.999996379
736943.34,2.05,3.8651126,3.7739567,3.940415,0.62180344,2017-09-05 08:09:35.999997183
736943.57,1.16,3.8620601,3.7709042,3.9373625,0.61984136,2017-09-05 13:40:47.999995576
736943.6,1.08,3.8625432,3.7713873,3.9378456,0.62037969,2017-09-05 14:23:59.999997986
736943.61,1.08,3.8615493,3.7703933,3.9368517,0.62278139,2017-09-05 14:38:23.999998790
736943.66,1.16,3.8637325,3.7725765,3.9390349,0.621363,2017-09-05 15:50:24.000002816
736943.68,1.08,3.8612541,3.7700982,3.9365565,0.62112747,2017-09-05 16:19:12.000004423
736943.79,1.68,3.865528,3.7743721,3.9408304,0.62242376,2017-09-05 18:57:36.000003222
736943.83,1.47,3.8677185,3.7765625,3.9430209,0.62299229,2017-09-05 19:55:11.999996379
736944.07,1.0,3.8687999,3.777644,3.9441023,0.62330546,2017-09-06 01:40:47.999995576
736944.09,1.41,3.8708197,3.7796638,3.9461221,0.62085422,2017-09-06 02:09:35.999997183
736944.18,1.84,3.8770493,3.7858934,3.9523517,0.62052085,2017-09-06 04:19:12.000004423
736944.76,1.41,3.8795719,3.788416,3.9548743,0.61805104,2017-09-06 18:14:24.000000803
736944.79,1.41,3.9144421,3.8232862,3.9897445,0.61558295,2017-09-06 18:57:36.000003222
736944.81,1.32,3.9161142,3.8249583,3.9914166,0.61334969,2017-09-06 19:26:24.000004829
736945.05,2.05,3.9230037,3.8318477,3.998306,0.61390899,2017-09-07 01:12:00.000004026
736946.16,1.0,3.9343215,3.8431656,4.0096239,0.61322269,2017-09-08 03:50:24.000002816
736947.36,1.53,3.9326071,3.8414512,4.0079095,0.61444989,2017-09-09 08:38:23.999998790
736947.4,1.11,3.9350952,3.8439393,4.0103976,0.61025902,2017-09-09 09:36:00.000002013
736948.57,1.16,3.9284916,3.8373357,4.003794,0.61432169,2017-09-10 13:40:47.999995576
736949.37,1.08,3.9220604,3.8309045,3.9973628,0.62098265,2017-09-11 08:52:47.999999593
736950.05,1.08,3.9204006,3.8292446,3.995703,0.62215013,2017-09-12 01:12:00.000004026
736950.43,1.32,3.9181477,3.8269918,3.9934501,0.62445798,2017-09-12 10:19:12.000004423
736950.65,1.32,3.9171921,3.8260361,3.9924944,0.62160186,2017-09-12 15:36:00.000002013
736951.06,1.04,3.9177147,3.8265588,3.9930171,0.61834408,2017-09-13 01:26:24.000004829
736951.16,1.11,3.932553,3.8413971,4.0078554,0.614865,2017-09-13 03:50:24.000002816
736951.17,2.05,3.9382123,3.8470563,4.0135147,0.6151824,2017-09-13 04:04:48.000003620
736952.12,1.11,3.9359702,3.8448143,4.0112726,0.61295303,2017-09-14 02:52:47.999999593
736952.18,1.08,3.9378422,3.8466862,4.0131446,0.6070956,2017-09-14 04:19:12.000004423
736952.52,1.04,3.937156,3.846,4.0124583,0.60333134,2017-09-14 12:28:48.000001607
736952.53,1.0,3.9379475,3.8467916,4.0132499,0.61064171,2017-09-14 12:43:12.000002410
736952.65,1.08,3.9408606,3.8497047,4.016163,0.61326443,2017-09-14 15:36:00.000002013
736952.8,1.16,3.9379023,3.8467463,4.0132047,0.61214386,2017-09-14 19:12:00.000004026
736953.54,1.11,3.9379322,3.8467762,4.0132345,0.61081198,2017-09-15 12:57:36.000003222
736953.9,2.0,3.941995,3.850839,4.0172974,0.61389815,2017-09-15 21:36:00.000002013
736956.12,2.37,3.9367987,3.8456428,4.0121011,0.62310269,2017-09-18 02:52:47.999999593
736956.86,2.09,3.9395991,3.8484431,4.0149014,0.63242219,2017-09-18 20:38:23.999998790
736957.82,1.32,3.9348792,3.8437232,4.0101816,0.63510165,2017-09-19 19:40:47.999995576
736958.02,1.41,3.9496472,3.8584913,4.0249496,0.63054116,2017-09-20 00:28:48.000001607
736958.04,1.41,3.9559161,3.8647602,4.0312185,0.62827783,2017-09-20 00:57:36.000003222
736958.49,1.47,4.0257046,3.9345487,4.101007,0.62471218,2017-09-20 11:45:35.999999196
736958.62,1.32,4.0272101,3.9360542,4.1025125,0.6233044,2017-09-20 14:52:47.999999593
736958.87,1.41,4.0270987,3.9359427,4.1024011,0.62224663,2017-09-20 20:52:47.999999593
736958.91,1.84,4.0316432,3.9404873,4.1069456,0.62340092,2017-09-20 21:50:24.000002816
736959.03,1.47,4.169515,4.0783591,4.2448174,0.61800561,2017-09-21 00:43:12.000002410
736959.09,1.04,4.1726055,4.0814496,4.2479079,0.61621474,2017-09-21 02:09:35.999997183
736959.14,1.41,4.1792445,4.0880886,4.2545469,0.61499641,2017-09-21 03:21:36.000001209
736959.3,1.16,4.1774143,4.0862584,4.2527167,0.61484279,2017-09-21 07:12:00.000004026
736959.37,1.0,4.1960628,4.1049069,4.2713652,0.61185944,2017-09-21 08:52:47.999999593
736959.4,1.11,4.207239,4.1160831,4.2825414,0.60402934,2017-09-21 09:36:00.000002013
736959.43,1.08,4.2860761,4.1949202,4.3613785,0.59463515,2017-09-21 10:19:12.000004423
736959.53,1.63,4.2909475,4.1997916,4.3662499,0.59253406,2017-09-21 12:43:12.000002410
736959.64,1.84,4.3049172,4.2137613,4.3802196,0.59124393,2017-09-21 15:21:36.000001209
736959.83,1.11,4.3810958,4.2899398,4.4563982,0.58440932,2017-09-21 19:55:11.999996379
736960.71,2.09,4.3727475,4.2815916,4.4480499,0.59212163,2017-09-22 17:02:23.999996777
736961.12,1.08,4.3794897,4.2883338,4.4547921,0.59145406,2017-09-23 02:52:47.999999593
736961.45,1.11,4.3799394,4.2887835,4.4552418,0.58845184,2017-09-23 10:47:59.999995973
736961.56,1.16,4.3813583,4.2902023,4.4566607,0.58753125,2017-09-23 13:26:24.000004829
736961.61,1.04,4.3803499,4.2891939,4.4556523,0.58809912,2017-09-23 14:38:23.999998790
736963.31,2.09,4.3520003,4.2608444,4.4273027,0.59317406,2017-09-25 07:26:24.000004829
736963.6,1.04,4.3479004,4.2567444,4.4232028,0.59517715,2017-09-25 14:23:59.999997986
736963.71,1.41,4.347577,4.256421,4.4228794,0.59496321,2017-09-25 17:02:23.999996777
736963.8,1.04,4.3458698,4.2547139,4.4211722,0.59580178,2017-09-25 19:12:00.000004026
736963.87,1.0,4.3461419,4.2549859,4.4214443,0.5950727,2017-09-25 20:52:47.999999593
736963.93,1.32,4.344256,4.2531001,4.4195584,0.59222606,2017-09-25 22:19:12.000004423
736964.06,1.57,4.3452851,4.2541292,4.4205875,0.59326516,2017-09-26 01:26:24.000004829
736964.09,1.57,4.3465096,4.2553537,4.421812,0.59445823,2017-09-26 02:09:35.999997183
736964.14,1.11,4.3448171,4.2536612,4.4201195,0.59223356,2017-09-26 03:21:36.000001209
736964.2,1.41,4.3442593,4.2531034,4.4195617,0.59013985,2017-09-26 04:47:59.999995973
736964.35,1.32,4.3403228,4.2491669,4.4156252,0.58540467,2017-09-26 08:23:59.999997986
736964.39,1.41,4.3415244,4.2503685,4.4168268,0.58388832,2017-09-26 09:21:36.000001209
736964.41,1.32,4.3420357,4.2508798,4.4173381,0.58300854,2017-09-26 09:50:24.000002816
736964.52,1.57,4.3384131,4.2472572,4.4137155,0.57964777,2017-09-26 12:28:48.000001607
736964.63,1.08,4.3372049,4.246049,4.4125073,0.57816049,2017-09-26 15:07:12.000000406
736964.73,1.6,4.3395116,4.2483557,4.414814,0.57861568,2017-09-26 17:31:11.999998392
736964.87,1.47,4.3415898,4.2504339,4.4168922,0.57803223,2017-09-26 20:52:47.999999593
736965.04,1.47,4.340665,4.249509,4.4159674,0.57859963,2017-09-27 00:57:36.000003222
736965.07,1.16,4.3413726,4.2502167,4.416675,0.5768526,2017-09-27 01:40:47.999995576
736965.13,1.53,4.3489039,4.257748,4.4242063,0.5754586,2017-09-27 03:07:12.000000406
736965.42,1.0,4.3557171,4.2645611,4.4310195,0.57432266,2017-09-27 10:04:48.000003620
736965.66,1.53,4.3555767,4.2644207,4.430879,0.57551927,2017-09-27 15:50:24.000002816
736965.9,1.16,4.3515998,4.2604438,4.4269022,0.57335963,2017-09-27 21:36:00.000002013
736966.18,1.16,4.3445378,4.2533818,4.4198402,0.57382215,2017-09-28 04:19:12.000004423
736966.45,1.41,4.3411044,4.2499485,4.4164068,0.57479287,2017-09-28 10:47:59.999995973
736966.63,2.05,4.3423726,4.2512167,4.417675,0.57765922,2017-09-28 15:07:12.000000406
736967.14,1.08,4.3319255,4.2407696,4.4072279,0.57919583,2017-09-29 03:21:36.000001209
736967.33,1.84,4.3343661,4.2432102,4.4096685,0.58618485,2017-09-29 07:55:11.999996379
736967.58,1.57,4.3330128,4.2418569,4.4083152,0.59282954,2017-09-29 13:55:11.999996379
736967.62,1.53,4.3313908,4.2402349,4.4066932,0.59086722,2017-09-29 14:52:47.999999593
736967.64,1.47,4.3336662,4.2425103,4.4089686,0.59245496,2017-09-29 15:21:36.000001209
736967.67,1.32,4.3341489,4.242993,4.4094513,0.59328125,2017-09-29 16:04:48.000003620
736967.74,1.57,4.3348784,4.2437224,4.4101808,0.59457072,2017-09-29 17:45:35.999999196
736967.89,1.53,4.3351438,4.2439879,4.4104462,0.59435659,2017-09-29 21:21:36.000001209
736967.93,1.41,4.3345884,4.2434325,4.4098908,0.59485523,2017-09-29 22:19:12.000004423
736968.07,1.94,4.3382017,4.2470458,4.4135041,0.59758563,2017-09-30 01:40:47.999995576
736968.28,1.41,4.3359006,4.2447447,4.411203,0.59460697,2017-09-30 06:43:12.000002410
736970.13,1.32,4.3057322,4.2145763,4.3810346,0.59635669,2017-10-02 03:07:12.000000406
736970.31,1.13,4.3010956,4.2099397,4.376398,0.59414952,2017-10-02 07:26:24.000004829
736970.4,1.0,4.2986408,4.2074848,4.3739431,0.59534288,2017-10-02 09:36:00.000002013
736970.56,1.53,4.3000053,4.2088494,4.3753077,0.59580628,2017-10-02 13:26:24.000004829
736970.78,1.04,4.2965908,4.2054349,4.3718932,0.59307037,2017-10-02 18:43:12.000002410
736971.0,1.6,4.2897518,4.1985959,4.3650542,0.58890824,2017-10-03 00:00:00.000000000
736971.16,1.11,4.2906633,4.1995073,4.3659656,0.58872189,2017-10-03 03:50:24.000002816
736971.24,1.16,4.2901526,4.1989967,4.365455,0.59174893,2017-10-03 05:45:35.999999196
736971.7,1.08,4.2830194,4.1918634,4.3583217,0.59478289,2017-10-03 16:47:59.999995973
736971.76,1.32,4.2836992,4.1925432,4.3590016,0.59563212,2017-10-03 18:14:24.000000803
736971.81,2.09,4.2894214,4.1982654,4.3647238,0.59597654,2017-10-03 19:26:24.000004829
736972.07,1.41,4.2856401,4.1944842,4.3609425,0.59359116,2017-10-04 01:40:47.999995576
736972.28,1.47,4.2830489,4.191893,4.3583513,0.59636137,2017-10-04 06:43:12.000002410
736972.58,1.08,4.282463,4.1913071,4.3577654,0.598644,2017-10-04 13:55:11.999996379
736972.81,1.08,4.2777981,4.1866422,4.3531005,0.59857915,2017-10-04 19:26:24.000004829
736972.87,1.11,4.2744221,4.1832661,4.3497245,0.59724338,2017-10-04 20:52:47.999999593
736972.88,1.13,4.2819516,4.1907956,4.357254,0.60099361,2017-10-04 21:07:12.000000406
736972.93,1.53,4.2822774,4.1911214,4.3575798,0.60313897,2017-10-04 22:19:12.000004423
736973.07,1.04,4.2792349,4.1880789,4.3545373,0.60252634,2017-10-05 01:40:47.999995576
736973.13,1.11,4.2763678,4.1852119,4.3516702,0.5987821,2017-10-05 03:07:12.000000406
736973.35,1.53,4.292425,4.201269,4.3677273,0.59451335,2017-10-05 08:23:59.999997986
736973.55,1.04,4.3065991,4.2154432,4.3819015,0.59216655,2017-10-05 13:12:00.000004026
736973.61,1.08,4.3061807,4.2150248,4.3814831,0.59230157,2017-10-05 14:38:23.999998790
736973.64,1.84,4.3293832,4.2382273,4.4046856,0.58923453,2017-10-05 15:21:36.000001209
736973.68,1.04,4.3424331,4.2512772,4.4177355,0.58417053,2017-10-05 16:19:12.000004423
736973.84,1.08,4.3519167,4.2607607,4.427219,0.58152434,2017-10-05 20:09:35.999997183
736973.91,2.37,4.3666104,4.2754545,4.4419128,0.58697404,2017-10-05 21:50:24.000002816
736974.2,1.11,4.3644905,4.2733345,4.4397929,0.5915103,2017-10-06 04:47:59.999995973
736974.3,2.13,4.3770617,4.2859058,4.4523641,0.59180379,2017-10-06 07:12:00.000004026
736974.52,1.32,4.3755809,4.2844249,4.4508833,0.59021484,2017-10-06 12:28:48.000001607
736974.61,1.04,4.3682098,4.2770538,4.4435122,0.58685113,2017-10-06 14:38:23.999998790
736974.83,1.04,4.3817806,4.2906247,4.457083,0.58505536,2017-10-06 19:55:11.999996379
736975.1,1.41,4.3788441,4.2876882,4.4541465,0.58446542,2017-10-07 02:23:59.999997986
736975.15,1.13,4.3849597,4.2938038,4.4602621,0.58422781,2017-10-07 03:36:00.000002013
736975.15,1.13,4.3849597,4.2938038,4.4602621,0.57857006,2017-10-07 03:36:00.000002013
736975.15,1.57,4.3873274,4.2961715,4.4626298,0.58422781,2017-10-07 03:36:00.000002013
736975.15,1.57,4.3873274,4.2961715,4.4626298,0.57857006,2017-10-07 03:36:00.000002013
736975.36,1.53,4.3875874,4.2964315,4.4628898,0.57308223,2017-10-07 08:38:23.999998790
736975.83,1.11,4.3814953,4.2903394,4.4567977,0.57911811,2017-10-07 19:55:11.999996379
736977.42,1.94,4.3701948,4.2790389,4.4454972,0.58502409,2017-10-09 10:04:48.000003620
736977.48,1.84,4.3742921,4.2831362,4.4495945,0.58689234,2017-10-09 11:31:11.999998392
736977.59,1.41,4.4069741,4.3158182,4.4822765,0.58038051,2017-10-09 14:09:35.999997183
736977.87,1.11,4.4099651,4.3188091,4.4852675,0.57286078,2017-10-09 20:52:47.999999593
736977.88,1.32,4.430043,4.338887,4.5053454,0.57045771,2017-10-09 21:07:12.000000406
736977.88,1.32,4.430043,4.338887,4.5053454,0.57420494,2017-10-09 21:07:12.000000406
736977.88,1.04,4.4328561,4.3417002,4.5081585,0.57045771,2017-10-09 21:07:12.000000406
736977.88,1.04,4.4328561,4.3417002,4.5081585,0.57420494,2017-10-09 21:07:12.000000406
736977.92,1.0,4.4310167,4.3398607,4.5063191,0.57624308,2017-10-09 22:04:48.000003620
736977.93,1.32,4.4399907,4.3488348,4.5152931,0.57495051,2017-10-09 22:19:12.000004423
736978.15,1.08,4.4370558,4.3458999,4.5123582,0.57550117,2017-10-10 03:36:00.000002013
736978.35,1.94,4.4416474,4.3504915,4.5169498,0.58079557,2017-10-10 08:23:59.999997986
736978.45,1.11,4.4364794,4.3453234,4.5117818,0.58202226,2017-10-10 10:47:59.999995973
736978.77,1.41,4.431511,4.3403551,4.5068134,0.5836259,2017-10-10 18:28:48.000001607
736978.87,1.11,4.4310353,4.3398794,4.5063377,0.58154823,2017-10-10 20:52:47.999999593
736979.05,1.57,4.4288301,4.3376742,4.5041325,0.58319571,2017-10-11 01:12:00.000004026
736979.09,1.63,4.4339075,4.3427516,4.5092099,0.58683296,2017-10-11 02:09:35.999997183
736979.51,1.94,4.4316286,4.3404727,4.506931,0.58852359,2017-10-11 12:14:24.000000803
736979.66,1.0,4.4286131,4.3374572,4.5039155,0.58899694,2017-10-11 15:50:24.000002816
736979.7,1.08,4.4284659,4.33731,4.5037683,0.59198543,2017-10-11 16:47:59.999995973
736979.83,1.11,4.4252966,4.3341407,4.500599,0.59293884,2017-10-11 19:55:11.999996379
736980.08,1.53,4.4200632,4.3289073,4.4953656,0.59173915,2017-10-12 01:55:11.999996379
736980.24,1.04,4.4206513,4.3294954,4.4959537,0.59506255,2017-10-12 05:45:35.999999196
736980.82,1.63,4.4232444,4.3320885,4.4985468,0.59340557,2017-10-12 19:40:47.999995576
736980.87,1.32,4.4317406,4.3405847,4.507043,0.59265619,2017-10-12 20:52:47.999999593
736981.0,1.04,4.4359647,4.3448088,4.5112671,0.59371319,2017-10-13 00:00:00.000000000
736981.08,1.6,4.4389564,4.3478004,4.5142588,0.59795492,2017-10-13 01:55:11.999996379
736981.28,1.13,4.4359378,4.3447819,4.5112402,0.59705544,2017-10-13 06:43:12.000002410
736981.52,1.04,4.4626754,4.3715194,4.5379778,0.5935506,2017-10-13 12:28:48.000001607
736981.72,1.6,4.4676184,4.3764625,4.5429208,0.59466351,2017-10-13 17:16:47.999997589
736981.73,2.05,4.4747156,4.3835596,4.550018,0.60076307,2017-10-13 17:31:11.999998392
736981.79,1.16,4.4754994,4.3843435,4.5508018,0.60222389,2017-10-13 18:57:36.000003222
736981.92,1.57,4.4767299,4.385574,4.5520323,0.60009511,2017-10-13 22:04:48.000003620
736982.22,1.41,4.4713051,4.3801492,4.5466075,0.60341908,2017-10-14 05:16:47.999997589
