Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
737301.45,1.08,4.2145466,4.1233907,4.289849,0.62016264,2018-08-29 10:47:59.999995973,0.0
737301.56,1.0,4.2234844,4.1323285,4.2987868,0.61863289,2018-08-29 13:26:24.000004829,0.0
737301.78,2.05,4.2350319,4.143876,4.3103343,0.62331283,2018-08-29 18:43:12.000002410,0.0
737302.0,1.0,4.2323977,4.1412418,4.3077001,0.62118807,2018-08-30 00:00:00.000000000,0.0
737302.55,0.88,4.2189294,4.1277734,4.2942318,0.621506,2018-08-30 13:12:00.000004026,0.0
737302.65,0.63,4.2171738,4.1260179,4.2924762,0.61855788,2018-08-30 15:36:00.000002013,0.0
737304.2,1.41,4.1886769,4.097521,4.2639793,0.62388748,2018-09-01 04:47:59.999995973,0.0
737304.67,0.58,4.1805252,4.0893693,4.2558276,0.62633447,2018-09-01 16:04:48.000003620,0.0
737305.33,1.32,4.1714672,4.0803112,4.2467696,0.62966895,2018-09-02 07:55:11.999996379,0.0
737306.23,1.63,4.1608183,4.0696624,4.2361207,0.63207076,2018-09-03 05:31:11.999998392,0.0
737306.38,1.0,4.1604707,4.0693147,4.2357731,0.63093273,2018-09-03 09:07:12.000000406,0.0
737306.41,1.08,4.1630283,4.0718723,4.2383307,0.62985343,2018-09-03 09:50:24.000002816,0.0
737306.49,0.58,4.1618202,4.0706643,4.2371226,0.62638562,2018-09-03 11:45:35.999999196,0.0
737306.5,1.08,4.1658187,4.0746627,4.2411211,0.62794424,2018-09-03 12:00:00.000000000,0.0
737306.52,1.08,4.1689776,4.0778216,4.24428,0.63076728,2018-09-03 12:28:48.000001607,0.0
737306.75,1.63,4.1728953,4.0817394,4.2481977,0.63457699,2018-09-03 18:00:00.000000000,0.0
737307.0,0.79,4.1686229,4.0774669,4.2439253,0.63633416,2018-09-04 00:00:00.000000000,0.0
737307.18,0.63,4.1961341,4.1049782,4.2714365,0.63469757,2018-09-04 04:19:12.000004423,0.0
737307.5,1.63,4.1931055,4.1019496,4.2684079,0.6357501,2018-09-04 12:00:00.000000000,0.0
737307.89,1.84,4.1938116,4.1026557,4.269114,0.63914355,2018-09-04 21:21:36.000001209,0.0
737307.94,0.58,4.1944289,4.103273,4.2697313,0.63862466,2018-09-04 22:33:35.999995170,0.0
737308.2,0.63,4.1938413,4.1026853,4.2691437,0.63753803,2018-09-05 04:47:59.999995973,0.0
737308.21,0.63,4.1926709,4.101515,4.2679733,0.63962836,2018-09-05 05:02:23.999996777,0.0
737308.23,1.0,4.1940969,4.1029409,4.2693992,0.64013677,2018-09-05 05:31:11.999998392,0.0
737308.44,1.0,4.1950987,4.1039428,4.2704011,0.64211403,2018-09-05 10:33:35.999995170,0.0
737308.45,0.79,4.1969892,4.1058333,4.2722916,0.64474934,2018-09-05 10:47:59.999995973,0.0
737308.47,1.32,4.2017268,4.1105709,4.2770292,0.64700801,2018-09-05 11:16:47.999997589,0.0
737308.52,1.04,4.2052362,4.1140803,4.2805386,0.64514074,2018-09-05 12:28:48.000001607,0.0
737308.57,0.95,4.2071886,4.1160326,4.282491,0.64285628,2018-09-05 13:40:47.999995576,0.0
737308.64,1.11,4.2130635,4.1219076,4.2883659,0.63973907,2018-09-05 15:21:36.000001209,0.0
737308.74,0.79,4.2123952,4.1212392,4.2876976,0.64150105,2018-09-05 17:45:35.999999196,0.0
737308.79,0.95,4.2098336,4.1186777,4.285136,0.64022398,2018-09-05 18:57:36.000003222,0.0
737308.85,0.79,4.2090509,4.117895,4.2843533,0.64032976,2018-09-05 20:23:59.999997986,0.0
737308.92,0.58,4.2112415,4.1200856,4.2865439,0.63799388,2018-09-05 22:04:48.000003620,0.0
737308.95,0.63,4.239843,4.1486871,4.3151454,0.63043204,2018-09-05 22:47:59.999995973,0.0
737308.97,0.58,4.247358,4.1562021,4.3226604,0.62617972,2018-09-05 23:16:47.999997589,0.0
737309.04,0.79,4.2954174,4.2042615,4.3707198,0.61850798,2018-09-06 00:57:36.000003222,0.0
737309.05,0.79,4.3291429,4.2379869,4.4044452,0.61617513,2018-09-06 01:12:00.000004026,0.0
737309.13,0.51,4.3297472,4.2385913,4.4050496,0.61842503,2018-09-06 03:07:12.000000406,0.0
737309.31,1.04,4.3275593,4.2364034,4.4028617,0.61716737,2018-09-06 07:26:24.000004829,0.0
737309.33,0.63,4.3227297,4.2315738,4.3980321,0.61159886,2018-09-06 07:55:11.999996379,0.0
737309.35,1.11,4.3299143,4.2387584,4.4052167,0.61083627,2018-09-06 08:23:59.999997986,0.0
737309.36,0.63,4.333602,4.2424461,4.4089044,0.61108055,2018-09-06 08:38:23.999998790,0.0
737309.4,0.88,4.3353236,4.2441677,4.410626,0.6108757,2018-09-06 09:36:00.000002013,0.0
737309.41,0.63,4.3344768,4.2433209,4.4097792,0.61300134,2018-09-06 09:50:24.000002816,0.0
737309.43,1.04,4.3333899,4.242234,4.4086923,0.6107304,2018-09-06 10:19:12.000004423,0.0
737309.45,1.04,4.3362401,4.2450842,4.4115425,0.60993813,2018-09-06 10:47:59.999995973,0.0
737309.45,1.04,4.3362401,4.2450842,4.4115425,0.6106044,2018-09-06 10:47:59.999995973,0.0
737309.45,1.04,4.3362401,4.2450842,4.4115425,0.61312756,2018-09-06 10:47:59.999995973,0.0
737309.45,1.04,4.3362401,4.2450842,4.4115425,0.61318891,2018-09-06 10:47:59.999995973,0.0
737309.45,0.63,4.335116,4.2439601,4.4104184,0.60993813,2018-09-06 10:47:59.999995973,0.0
737309.45,0.63,4.335116,4.2439601,4.4104184,0.6106044,2018-09-06 10:47:59.999995973,0.0
