Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
737922.35,1.08,4.6071833,4.5160274,4.6824857,0.62382806,2020-05-11 08:23:59.999997986,0.0
737922.35,1.41,4.6164566,4.5253006,4.691759,0.62639479,2020-05-11 08:23:59.999997986,0.0
737922.35,1.41,4.6164566,4.5253006,4.691759,0.62382806,2020-05-11 08:23:59.999997986,0.0
737922.5,0.63,4.6035123,4.5123564,4.6788147,0.62337498,2020-05-11 12:00:00.000000000,0.0
737922.6,0.58,4.6111487,4.5199927,4.6864511,0.62233931,2020-05-11 14:23:59.999997986,0.0
737922.61,0.58,4.6098293,4.5186734,4.6851317,0.62840199,2020-05-11 14:38:23.999998790,0.0
737922.67,1.63,4.6075607,4.5164048,4.6828631,0.62524021,2020-05-11 16:04:48.000003620,0.0
737922.8,0.55,4.6044156,4.5132597,4.679718,0.62701386,2020-05-11 19:12:00.000004026,0.0
737922.83,1.6,4.6089631,4.5178072,4.6842655,0.62487527,2020-05-11 19:55:11.999996379,0.0
737922.84,1.84,4.6113425,4.5201866,4.6866449,0.62568072,2020-05-11 20:09:35.999997183,0.0
737922.86,1.04,4.6084986,4.5173426,4.683801,0.62380019,2020-05-11 20:38:23.999998790,0.0
737922.93,1.53,4.6105726,4.5194166,4.685875,0.62400135,2020-05-11 22:19:12.000004423,0.0
737922.95,1.04,4.621805,4.530649,4.6971074,0.62039222,2020-05-11 22:47:59.999995973,0.0
737922.99,0.95,4.6201683,4.5290123,4.6954707,0.61964083,2020-05-11 23:45:35.999999196,0.0
737923.01,1.0,4.6333647,4.5422087,4.7086671,0.61613682,2020-05-12 00:14:24.000000803,0.0
737923.02,1.16,4.6354077,4.5442517,4.7107101,0.61418056,2020-05-12 00:28:48.000001607,0.0
737923.03,0.63,4.643331,4.5521751,4.7186334,0.61562131,2020-05-12 00:43:12.000002410,0.0
737923.05,0.88,4.7103958,4.6192399,4.7856982,0.61209594,2020-05-12 01:12:00.000004026,0.0
737923.09,0.51,4.752561,4.6614051,4.8278634,0.61126907,2020-05-12 02:09:35.999997183,0.0
737923.09,0.51,4.752561,4.6614051,4.8278634,0.61431187,2020-05-12 02:09:35.999997183,0.0
737923.09,1.53,4.7575441,4.6663881,4.8328465,0.61126907,2020-05-12 02:09:35.999997183,0.0
737923.09,1.53,4.7575441,4.6663881,4.8328465,0.61431187,2020-05-12 02:09:35.999997183,0.0
