Time,Mag,Log10_SSD,CF1_V,CF2_V,DC,Datetime,Label_Phase4
737404.54,1.16,4.6521578,4.5610018,4.7274602,0.65265416,2018-12-10 12:57:36.000003222,0.0
737404.54,1.16,4.6521578,4.5610018,4.7274602,0.65628805,2018-12-10 12:57:36.000003222,0.0
737404.59,0.79,4.6506086,4.5594527,4.725911,0.65740552,2018-12-10 14:09:35.999997183,0.0
737404.66,0.95,4.6490483,4.5578923,4.7243507,0.6550443,2018-12-10 15:50:24.000002816,0.0
737404.66,0.95,4.6490483,4.5578923,4.7243507,0.65618757,2018-12-10 15:50:24.000002816,0.0
737404.66,2.0,4.6564884,4.5653325,4.7317908,0.6550443,2018-12-10 15:50:24.000002816,0.0
737404.66,2.0,4.6564884,4.5653325,4.7317908,0.65618757,2018-12-10 15:50:24.000002816,0.0
737404.69,0.63,4.6551135,4.5639576,4.7304159,0.65505553,2018-12-10 16:33:35.999995170,0.0
737404.7,0.63,4.6558724,4.5647165,4.7311748,0.65455179,2018-12-10 16:47:59.999995973,0.0
737404.71,0.51,4.6546483,4.5634924,4.7299507,0.65560609,2018-12-10 17:02:23.999996777,0.0
737404.74,0.79,4.6548155,4.5636596,4.7301179,0.6524709,2018-12-10 17:45:35.999999196,0.0
737404.75,1.84,4.6616599,4.570504,4.7369623,0.65693077,2018-12-10 18:00:00.000000000,0.0
737404.75,1.84,4.6616599,4.570504,4.7369623,0.65787851,2018-12-10 18:00:00.000000000,0.0
737404.75,1.11,4.666102,4.5749461,4.7414044,0.65693077,2018-12-10 18:00:00.000000000,0.0
737404.75,1.11,4.666102,4.5749461,4.7414044,0.65787851,2018-12-10 18:00:00.000000000,0.0
737404.83,1.04,4.6633772,4.5722213,4.7386796,0.65663597,2018-12-10 19:55:11.999996379,0.0
737404.84,0.63,4.6664656,4.5753097,4.741768,0.65601651,2018-12-10 20:09:35.999997183,0.0
737405.0,0.88,4.6603519,4.569196,4.7356543,0.65700849,2018-12-11 00:00:00.000000000,0.0
737405.0,0.88,4.6603519,4.569196,4.7356543,0.65774191,2018-12-11 00:00:00.000000000,0.0
737405.0,0.55,4.6735165,4.5823606,4.7488189,0.65700849,2018-12-11 00:00:00.000000000,0.0
737405.0,0.55,4.6735165,4.5823606,4.7488189,0.65774191,2018-12-11 00:00:00.000000000,0.0
737405.16,1.32,4.6846171,4.5934611,4.7599194,0.65257774,2018-12-11 03:50:24.000002816,0.0
737405.24,0.58,4.6916182,4.6004623,4.7669206,0.65174485,2018-12-11 05:45:35.999999196,0.0
737405.35,1.11,4.6949161,4.6037602,4.7702185,0.64863387,2018-12-11 08:23:59.999997986,0.0
737405.38,1.08,4.7071533,4.6159974,4.7824557,0.64484826,2018-12-11 09:07:12.000000406,0.0
737405.53,0.79,4.7628663,4.6717103,4.8381687,0.63913139,2018-12-11 12:43:12.000002410,0.0
737405.55,0.79,4.7742785,4.6831225,4.8495809,0.63567317,2018-12-11 13:12:00.000004026,0.0
737405.57,0.79,4.7744391,4.6832832,4.8497415,0.63409085,2018-12-11 13:40:47.999995576,0.0
737405.62,1.47,4.7715802,4.6804243,4.8468826,0.63161391,2018-12-11 14:52:47.999999593,0.0
737405.63,1.63,4.7761087,4.6849528,4.8514111,0.63178187,2018-12-11 15:07:12.000000406,0.0
737405.65,2.58,4.7970072,4.7058513,4.8723096,0.6313853,2018-12-11 15:36:00.000002013,0.0
737405.66,0.63,4.7974377,4.7062818,4.8727401,0.63015819,2018-12-11 15:50:24.000002816,0.0
737405.68,0.63,4.8295251,4.7383691,4.9048275,0.62775177,2018-12-11 16:19:12.000004423,0.0
737405.73,0.51,4.8641172,4.7729612,4.9394196,0.62592249,2018-12-11 17:31:11.999998392,0.0
737405.74,1.53,4.8782072,4.7870512,4.9535096,0.62587181,2018-12-11 17:45:35.999999196,0.0
737405.77,0.63,4.8869728,4.7958169,4.9622752,0.62243803,2018-12-11 18:28:48.000001607,0.0
737405.77,0.63,4.8869728,4.7958169,4.9622752,0.61865403,2018-12-11 18:28:48.000001607,0.0
737405.77,0.63,4.9016386,4.8104827,4.976941,0.62243803,2018-12-11 18:28:48.000001607,0.0
737405.77,0.63,4.9016386,4.8104827,4.976941,0.61865403,2018-12-11 18:28:48.000001607,0.0
737405.81,2.16,4.9106232,4.8194672,4.9859256,0.61925078,2018-12-11 19:26:24.000004829,0.0
737405.81,2.16,4.9106232,4.8194672,4.9859256,0.61557102,2018-12-11 19:26:24.000004829,0.0
737405.81,1.16,4.9105013,4.8193454,4.9858037,0.61925078,2018-12-11 19:26:24.000004829,0.0
737405.81,1.16,4.9105013,4.8193454,4.9858037,0.61557102,2018-12-11 19:26:24.000004829,0.0
737405.84,0.63,4.9081223,4.8169664,4.9834247,0.6132793,2018-12-11 20:09:35.999997183,0.0
737405.99,1.41,4.9032112,4.8120553,4.9785136,0.61332843,2018-12-11 23:45:35.999999196,0.0
737406.08,0.63,4.8840952,4.7929393,4.9593976,0.61190355,2018-12-12 01:55:11.999996379,0.0
737406.1,0.79,4.8807825,4.7896265,4.9560849,0.6103408,2018-12-12 02:23:59.999997986,0.0
737406.23,0.63,4.8726157,4.7814598,4.9479181,0.61190196,2018-12-12 05:31:11.999998392,0.0
737406.28,0.79,4.8991497,4.8079937,4.9744521,0.60400367,2018-12-12 06:43:12.000002410,0.0
737406.34,0.63,4.8954276,4.8042716,4.97073,0.60555265,2018-12-12 08:09:35.999997183,0.0
737406.35,0.61,4.8952295,4.8040736,4.9705319,0.60387392,2018-12-12 08:23:59.999997986,0.0
